"","id","data_format","cases","access","file_name","submitter_id","data_category","type","platform","file_size","created_datetime","md5sum","updated_datetime","file_id","data_type","state","experimental_strategy","version","data_release","project","analysis_id","analysis_state","analysis_submitter_id","analysis_workflow_link","analysis_workflow_type","analysis_workflow_version","sample_type","is_ffpe","cases.submitter_id","sample.submitter_id"
"963","c7019746-2fcf-4b4b-b7e5-025413e1014f","TSV","TCGA-A2-A0EU-01A-22R-A056-07","open","c568f4a0-601e-4b45-b69e-cde40d94bb3d.rna_seq.augmented_star_gene_counts.tsv","62bd008d-a91d-45f1-bfbd-a571963ba168","Transcriptome Profiling","gene_expression","Illumina",4241705,"2021-12-13T22:13:12.887875-06:00","e8f6651521691d4f43dd437a9278298c","2024-07-30T09:25:48.047453-05:00","c7019746-2fcf-4b4b-b7e5-025413e1014f","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","2ae9fa8a-e4af-4f5a-8bbe-8f5e3a0e8854","released","c568f4a0-601e-4b45-b69e-cde40d94bb3d_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0EU","TCGA-A2-A0EU-01A"
"964","a572e59c-096f-4054-bbb4-90f2e2461d99","TSV","TCGA-S3-AA15-01A-11R-A41B-07","open","b87ce383-9333-420c-9184-62d9d1eadabc.rna_seq.augmented_star_gene_counts.tsv","f29b02ed-0bb3-4bd7-b04a-96a116f1d9a1","Transcriptome Profiling","gene_expression","Illumina",4230981,"2021-12-13T21:44:29.414195-06:00","da3738eddb82eb38a8df763f803b84a3","2024-07-30T09:59:03.880948-05:00","a572e59c-096f-4054-bbb4-90f2e2461d99","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","71c1c8ff-f50b-45c1-ac96-fa0b50e2a001","released","b87ce383-9333-420c-9184-62d9d1eadabc_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-S3-AA15","TCGA-S3-AA15-01A"
"965","243fe98b-3355-4b09-8094-b9e06a2b8329","TSV","TCGA-E9-A245-01A-22R-A16F-07","open","6db579c1-ef18-42a1-9921-d0456b90ff6f.rna_seq.augmented_star_gene_counts.tsv","33f9bbb6-e88b-4af4-bd97-742f44b501e9","Transcriptome Profiling","gene_expression","Illumina",4236540,"2021-12-13T22:28:44.107723-06:00","11003f10159a4a7cbcbaab7d2edacbde","2024-07-30T09:18:28.531414-05:00","243fe98b-3355-4b09-8094-b9e06a2b8329","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","ddd8d29a-e1e2-4d56-939d-1965c3eca712","released","6db579c1-ef18-42a1-9921-d0456b90ff6f_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E9-A245","TCGA-E9-A245-01A"
"966","51948358-b1bb-46d7-a25c-8d3fe81557f0","TSV","TCGA-C8-A12Z-01A-11R-A115-07","open","2cfbc50e-e38d-41ad-8809-a3ed9685ddf1.rna_seq.augmented_star_gene_counts.tsv","b8036631-9ec7-4209-b52a-33503c4a6133","Transcriptome Profiling","gene_expression","Illumina",4228641,"2021-12-13T22:32:09.644640-06:00","fa1ca16e617cee9f9ed1c8ebb324bc0f","2024-07-30T09:50:25.113214-05:00","51948358-b1bb-46d7-a25c-8d3fe81557f0","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","701a3f5c-cb66-4220-9f84-a5823e514d33","released","2cfbc50e-e38d-41ad-8809-a3ed9685ddf1_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-C8-A12Z","TCGA-C8-A12Z-01A"
"968","77cdf045-d52d-4cc1-b2f1-e2b0d106af0f","TSV","TCGA-AQ-A1H3-01A-31R-A13Q-07","open","51538db5-edf3-40bc-ae5e-dc9b552e8b53.rna_seq.augmented_star_gene_counts.tsv","85f972e8-d453-4ecd-b39a-3869a712d7e2","Transcriptome Profiling","gene_expression","Illumina",4254997,"2021-12-13T22:01:39.559489-06:00","e7ef14eb002af5031597a908fee53e0b","2024-07-30T10:08:42.651614-05:00","77cdf045-d52d-4cc1-b2f1-e2b0d106af0f","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","668064dc-7f40-447c-9fa3-9f1dbe995258","released","51538db5-edf3-40bc-ae5e-dc9b552e8b53_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AQ-A1H3","TCGA-AQ-A1H3-01A"
"969","74b16304-eb3f-4311-9b2e-dbf5eac89b44","TSV","TCGA-E9-A228-01A-31R-A157-07","open","96cd848e-50fc-4244-beec-8d18b1703fff.rna_seq.augmented_star_gene_counts.tsv","0a483063-fa22-45e2-878b-0b4e5ef66466","Transcriptome Profiling","gene_expression","Illumina",4251347,"2021-12-13T22:22:35.309774-06:00","cbc918e5f4d4a1de1a82f240a9135abb","2024-07-30T09:36:58.810795-05:00","74b16304-eb3f-4311-9b2e-dbf5eac89b44","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","5e352e11-9884-4fa7-8070-be686fdf11b8","released","96cd848e-50fc-4244-beec-8d18b1703fff_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E9-A228","TCGA-E9-A228-01A"
"970","c94fb480-7f46-4c24-bcb1-26f66a57c45a","TSV","TCGA-A2-A0YE-01A-11R-A109-07","open","92914efd-97af-48e2-b097-e91129f8c1b2.rna_seq.augmented_star_gene_counts.tsv","f567f802-c3bf-47dd-ac5d-1cee8866459b","Transcriptome Profiling","gene_expression","Illumina",4245895,"2021-12-13T21:50:16.849697-06:00","1dcf5ce34e08ca849c59078a88bdd522","2024-07-30T09:42:28.578369-05:00","c94fb480-7f46-4c24-bcb1-26f66a57c45a","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","f1b8df1b-20d6-48f9-892e-65b74115b85d","released","92914efd-97af-48e2-b097-e91129f8c1b2_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0YE","TCGA-A2-A0YE-01A"
"973","1deadf31-dc7d-4361-8041-ab0a27edebb3","TSV","TCGA-BH-A0HY-01A-11R-A056-07","open","01661d94-fc16-4456-95cf-a5fa4e1e196c.rna_seq.augmented_star_gene_counts.tsv","0e22f2b2-feb9-474d-8473-f5f6f68b93ae","Transcriptome Profiling","gene_expression","Illumina",4236680,"2021-12-13T21:46:37.867304-06:00","7fd93d1fb4464d22adee35594caab567","2024-07-30T09:47:18.007262-05:00","1deadf31-dc7d-4361-8041-ab0a27edebb3","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","13cb95c7-1aef-44bc-b5a2-6ced38d9a265","released","01661d94-fc16-4456-95cf-a5fa4e1e196c_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A0HY","TCGA-BH-A0HY-01A"
"977","80563e43-422f-458b-a543-6b1dad9171e5","TSV","TCGA-AN-A041-01A-11R-A034-07","open","e619e3c8-f6eb-4b0a-bf17-005ccbe269bb.rna_seq.augmented_star_gene_counts.tsv","25161cbe-d239-4ef6-b0cd-ff30397754c4","Transcriptome Profiling","gene_expression","Illumina",4244434,"2021-12-13T21:59:10.210643-06:00","08d692f5cf82e5f854d9db052cd15fff","2024-07-30T09:54:38.517243-05:00","80563e43-422f-458b-a543-6b1dad9171e5","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","aa14b8f0-f831-46f2-a32e-8db0697a3d44","released","e619e3c8-f6eb-4b0a-bf17-005ccbe269bb_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AN-A041","TCGA-AN-A041-01A"
"978","5aba8f7f-c815-45e9-bee0-4dda9bfac07f","TSV","TCGA-A2-A0CW-01A-21R-A115-07","open","046c3754-b22c-4bce-93c7-29b9da173d33.rna_seq.augmented_star_gene_counts.tsv","ae6563ec-b7da-4268-8fe2-300325d45a0c","Transcriptome Profiling","gene_expression","Illumina",4248062,"2021-12-13T22:12:55.799217-06:00","f000b3d34296a70e5ebeb2546b16b4f7","2024-07-30T09:49:11.804164-05:00","5aba8f7f-c815-45e9-bee0-4dda9bfac07f","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","53229359-f531-4599-be21-c8468dff2dce","released","046c3754-b22c-4bce-93c7-29b9da173d33_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0CW","TCGA-A2-A0CW-01A"
"979","da93e1a9-6863-4c98-b1fd-52d22ecbca45","TSV","TCGA-S3-AA17-01A-11R-A41B-07","open","a20bcc86-fe98-42a9-93ad-9027181dad5f.rna_seq.augmented_star_gene_counts.tsv","12b553ab-da66-4447-8fa1-51f844fc8ff0","Transcriptome Profiling","gene_expression","Illumina",4240855,"2021-12-13T22:21:57.870367-06:00","ad782772336979a6d3137569f6851d00","2024-07-30T09:49:38.988871-05:00","da93e1a9-6863-4c98-b1fd-52d22ecbca45","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","0c569e09-6618-434f-8192-b24bb09a8d81","released","a20bcc86-fe98-42a9-93ad-9027181dad5f_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-S3-AA17","TCGA-S3-AA17-01A"
"982","7d904415-9887-4738-99ae-66dcd60084ac","TSV","TCGA-A2-A0D3-01A-11R-A115-07","open","063a4886-ee4d-43a9-95c1-25a0c0b2d85d.rna_seq.augmented_star_gene_counts.tsv","a3172020-5b8b-4233-af77-82f05b10429a","Transcriptome Profiling","gene_expression","Illumina",4244927,"2021-12-13T21:46:26.543368-06:00","c285f27f0ab9a14434675d0c81ff4340","2024-07-30T09:56:24.661409-05:00","7d904415-9887-4738-99ae-66dcd60084ac","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","fad39e8b-fa1e-4032-b1a7-5deb0b86263e","released","063a4886-ee4d-43a9-95c1-25a0c0b2d85d_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-A2-A0D3","TCGA-A2-A0D3-01A"
"983","3208ca18-f70a-415e-8d10-5e9cb8a24b52","TSV","TCGA-AC-A6IW-01A-12R-A33J-07","open","0b59b278-d2f6-4aa6-bf6d-b8d743ae83af.rna_seq.augmented_star_gene_counts.tsv","b7ce1982-a18d-46e9-baac-e5462c9ea8a1","Transcriptome Profiling","gene_expression","Illumina",4247003,"2021-12-13T22:35:28.486799-06:00","540d3204cb43d419a04d777f6f6a376b","2024-07-30T09:57:04.147117-05:00","3208ca18-f70a-415e-8d10-5e9cb8a24b52","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","ba06d302-6053-4093-bf1e-8a2e34213f88","released","0b59b278-d2f6-4aa6-bf6d-b8d743ae83af_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AC-A6IW","TCGA-AC-A6IW-01A"
"985","2e7a0005-4efb-4121-91d9-c2ca2cb5201d","TSV","TCGA-E2-A10B-01A-11R-A10J-07","open","f9a27067-7485-4c9f-986b-878aa6cd132c.rna_seq.augmented_star_gene_counts.tsv","7b393c05-64fc-4e77-869f-d2e318af4bf3","Transcriptome Profiling","gene_expression","Illumina",4251670,"2021-12-13T22:08:23.314172-06:00","b62132ae97594d809bd776fc84ddc2ca","2024-07-30T09:52:52.805921-05:00","2e7a0005-4efb-4121-91d9-c2ca2cb5201d","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","de7f5733-3a63-4b3c-8cb3-770ae3bf2aab","released","f9a27067-7485-4c9f-986b-878aa6cd132c_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A10B","TCGA-E2-A10B-01A"
"986","1af79ae6-8b40-40ae-8f68-195d8367ac38","TSV","TCGA-OL-A66P-01A-11R-A31O-07","open","f0bc4292-6662-460a-8bf8-a3c9fa2fd7be.rna_seq.augmented_star_gene_counts.tsv","6215b423-5bc2-4886-b2f5-875fd96f89c0","Transcriptome Profiling","gene_expression","Illumina",4219592,"2021-12-13T22:08:04.512365-06:00","cf0d9d4e823107209db1b69d020bcb38","2024-07-30T09:49:34.558948-05:00","1af79ae6-8b40-40ae-8f68-195d8367ac38","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","a8f44fc0-502c-472d-817b-17d9152d455c","released","f0bc4292-6662-460a-8bf8-a3c9fa2fd7be_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-OL-A66P","TCGA-OL-A66P-01A"
"988","3bc9d1c0-b57f-44b5-8624-b3ee99aeafe4","TSV","TCGA-AO-A03R-01A-21R-A034-07","open","f4847715-a3e0-49a4-bcc9-95175d0be463.rna_seq.augmented_star_gene_counts.tsv","2c7d65d6-6c8c-47e3-aad5-dbf491a0ab46","Transcriptome Profiling","gene_expression","Illumina",4221507,"2021-12-13T21:54:15.233954-06:00","2087c56d930b5fb3961ef4a9b7715043","2024-07-30T09:20:37.518812-05:00","3bc9d1c0-b57f-44b5-8624-b3ee99aeafe4","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","d99c3cd6-c097-4c56-95fe-fbe3782e04e4","released","f4847715-a3e0-49a4-bcc9-95175d0be463_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AO-A03R","TCGA-AO-A03R-01A"
"989","ef181439-d071-40e0-a185-f29343085f8c","TSV","TCGA-AR-A1AQ-01A-11R-A12P-07","open","287f70d5-cb97-459f-963b-68408f92c0f3.rna_seq.augmented_star_gene_counts.tsv","b7c20653-96c4-4ca0-8b2f-c6bb33b470a1","Transcriptome Profiling","gene_expression","Illumina",4231264,"2021-12-13T22:10:31.584879-06:00","086d56f4fd3d1121fa80fd482d0334d1","2024-07-30T09:28:44.148852-05:00","ef181439-d071-40e0-a185-f29343085f8c","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","6de8f863-daa3-472e-842e-56e99aea807d","released","287f70d5-cb97-459f-963b-68408f92c0f3_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AR-A1AQ","TCGA-AR-A1AQ-01A"
"990","a03952ab-2ac1-43a5-a438-1f022bcd0b16","TSV","TCGA-E2-A14Q-01A-11R-A12D-07","open","3823e741-c29c-431e-9397-4d16a30ec473.rna_seq.augmented_star_gene_counts.tsv","708522cb-1826-4afb-985a-2bce0d6c2b0a","Transcriptome Profiling","gene_expression","Illumina",4248312,"2021-12-13T22:30:52.731130-06:00","fa42392a4e6c8e0bed3dfb01b3b7095c","2024-07-30T09:37:51.441359-05:00","a03952ab-2ac1-43a5-a438-1f022bcd0b16","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","b6c5c4c2-83c3-44bb-8bb4-fe9650bb19ec","released","3823e741-c29c-431e-9397-4d16a30ec473_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A14Q","TCGA-E2-A14Q-01A"
"991","7af23ba7-e5bf-41b9-b91f-5709321dadb7","TSV","TCGA-AR-A24U-01A-11R-A169-07","open","073939c1-c857-4340-8a5f-a7b87d2349c3.rna_seq.augmented_star_gene_counts.tsv","edae3400-4efe-4317-9b2d-6b97db1e74a5","Transcriptome Profiling","gene_expression","Illumina",4245444,"2021-12-13T21:56:58.853521-06:00","61a7769a4281952680536289b6690c46","2024-07-30T09:59:34.608127-05:00","7af23ba7-e5bf-41b9-b91f-5709321dadb7","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","2a5a50c1-eb65-4c3d-99e0-45c1f8849b6e","released","073939c1-c857-4340-8a5f-a7b87d2349c3_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AR-A24U","TCGA-AR-A24U-01A"
"992","eb914a22-6e3f-4296-89d4-a960902fba2b","TSV","TCGA-AQ-A04J-01A-02R-A034-07","open","cd23ba96-cc18-428d-ae3d-67a7a2dd3c91.rna_seq.augmented_star_gene_counts.tsv","538c1006-b0a7-4402-9165-14c82002ef78","Transcriptome Profiling","gene_expression","Illumina",4256635,"2021-12-13T22:26:37.364206-06:00","7432b4b1d8355d6d726f517eeff6c17f","2024-07-30T09:53:23.971838-05:00","eb914a22-6e3f-4296-89d4-a960902fba2b","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","d6544110-2333-4d9c-bf30-4501394cd993","released","cd23ba96-cc18-428d-ae3d-67a7a2dd3c91_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AQ-A04J","TCGA-AQ-A04J-01A"
"993","870fb4d4-8366-4bfa-b4c1-04d55eded427","TSV","TCGA-AO-A0JA-01A-11R-A056-07","open","3ef3fd4b-ed5b-41e1-8096-c573cf609bd3.rna_seq.augmented_star_gene_counts.tsv","22421c08-2205-48cc-8217-44e1fae6de85","Transcriptome Profiling","gene_expression","Illumina",4243363,"2021-12-13T22:24:35.406001-06:00","29c6ef50a3771244a6aff798945edd05","2024-07-30T09:30:45.752855-05:00","870fb4d4-8366-4bfa-b4c1-04d55eded427","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","5de4f1aa-aa58-4f7f-a41f-2f1771e8a176","released","3ef3fd4b-ed5b-41e1-8096-c573cf609bd3_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-AO-A0JA","TCGA-AO-A0JA-01A"
"994","83707590-e4c8-4e06-98d5-f6c5dc710d1b","TSV","TCGA-E9-A1RG-01A-11R-A14D-07","open","85237b9e-67a3-46a2-9c19-3818522994b2.rna_seq.augmented_star_gene_counts.tsv","43d3a982-4ed1-403a-9d1c-02f2690d774b","Transcriptome Profiling","gene_expression","Illumina",4235185,"2021-12-13T21:47:17.909853-06:00","8f8b4f994e2ef2a9f99516febfca3794","2024-07-30T09:52:51.557305-05:00","83707590-e4c8-4e06-98d5-f6c5dc710d1b","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","06c85d6a-22ca-49ac-8212-da6e60bb417b","released","85237b9e-67a3-46a2-9c19-3818522994b2_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E9-A1RG","TCGA-E9-A1RG-01A"
"995","84e36620-ae1e-4221-84c9-3a6f1d11606d","TSV","TCGA-E2-A154-01A-11R-A115-07","open","13fc37db-3160-4e82-bd63-52fc295e0e19.rna_seq.augmented_star_gene_counts.tsv","5cbac6ff-e708-43b9-aebe-bc987dc1a036","Transcriptome Profiling","gene_expression","Illumina",4233734,"2021-12-13T22:11:38.171886-06:00","dc379b3c5f371faa3f5e38c1dc6947d5","2024-07-30T09:48:39.620062-05:00","84e36620-ae1e-4221-84c9-3a6f1d11606d","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","cb513747-3056-443c-9066-67e0039340b8","released","13fc37db-3160-4e82-bd63-52fc295e0e19_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E2-A154","TCGA-E2-A154-01A"
"996","e0b65eec-7c30-4607-9cae-c8e8463c80c5","TSV","TCGA-LL-A5YO-01A-21R-A28M-07","open","e90c1051-744f-46e5-bcec-f95d34f59e0a.rna_seq.augmented_star_gene_counts.tsv","995ad378-2236-4f11-ab8a-7acb7b3e74dc","Transcriptome Profiling","gene_expression","Illumina",4234783,"2021-12-13T22:29:02.362856-06:00","5be8257cc3a195644cc174773f9dabb7","2024-07-30T09:29:10.194836-05:00","e0b65eec-7c30-4607-9cae-c8e8463c80c5","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","f8beb436-a20d-4cd3-bea1-3e8bbc9328a4","released","e90c1051-744f-46e5-bcec-f95d34f59e0a_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-LL-A5YO","TCGA-LL-A5YO-01A"
"997","03d18286-1038-4c0c-9c05-d1269e280250","TSV","TCGA-BH-A0H5-01A-21R-A115-07","open","8bfd50fb-d6d8-44cd-a492-1e0a983e40b6.rna_seq.augmented_star_gene_counts.tsv","0757e3ce-c532-4883-a822-a0ddcf2488b9","Transcriptome Profiling","gene_expression","Illumina",4246254,"2021-12-13T22:12:00.206430-06:00","49b43a7ed0c5692386f398dbb7c8b25a","2024-07-30T09:22:07.538341-05:00","03d18286-1038-4c0c-9c05-d1269e280250","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","34bcae4e-23c9-474f-8165-b9f90c3ceb3f","released","8bfd50fb-d6d8-44cd-a492-1e0a983e40b6_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-BH-A0H5","TCGA-BH-A0H5-01A"
"999","4b445a8f-b60b-44c3-b501-de93010172f7","TSV","TCGA-E9-A1N8-01A-11R-A144-07","open","ce098c6d-1b12-48df-bbbb-4f1ea8788942.rna_seq.augmented_star_gene_counts.tsv","869adb7a-b8bb-45cc-8a26-3f334c20df41","Transcriptome Profiling","gene_expression","Illumina",4237908,"2021-12-13T22:01:05.104850-06:00","29de4115d6407c183370b2c903aba307","2024-07-30T09:41:26.427944-05:00","4b445a8f-b60b-44c3-b501-de93010172f7","Gene Expression Quantification","released","RNA-Seq","1","32.0 - 41.0","TCGA-BRCA","edc2701d-619e-418c-83f5-6f6f6e1af3f7","released","ce098c6d-1b12-48df-bbbb-4f1ea8788942_star__counts","https://github.com/NCI-GDC/gdc-rnaseq-cwl/blob/5d8c131bbff59fb0c969217fc1d44e6d1503cd1f/rnaseq-star-align/star2pass.rnaseq_harmonization.cwl","STAR - Counts","5d8c131bbff59fb0c969217fc1d44e6d1503cd1f","Primary Tumor",NA,"TCGA-E9-A1N8","TCGA-E9-A1N8-01A"
